Transaction_ID,Customer_ID,Category,Units_Sold,Unit_Price,Date,Revenue,Cost,Profit,Month,Year,Profit_Margin
20,1130,Clothing,1,139,2025-06-09,139,91.32131107164317,47.678688928356834,6,2025,34.301215056371824
21,2685,Groceries,7,165,2025-02-14,1155,763.1128182397566,391.8871817602434,2,2025,33.929626126428
22,4380,Electronics,3,724,2025-11-08,2172,1102.0134414275976,1069.9865585724024,11,2025,49.26273289928187
23,1769,Sports,4,449,2025-08-17,1796,1471.9880128710645,324.01198712893574,8,2025,18.040756521655666
24,3391,Sports,2,1573,2025-10-29,3146,1614.6756212145622,1531.3243787854378,10,2025,48.6752822245848
25,2515,Furniture,1,1689,2025-08-14,1689,1022.7759026587014,666.2240973412986,8,2025,39.44488438965652
26,4485,Groceries,3,1733,2025-10-02,5199,3889.347949351303,1309.6520506486968,10,2025,25.190460677989932
27,3853,Sports,9,1856,2025-04-10,16704,12412.318842310906,4291.681157689094,4,2025,25.692535666242183
28,3433,Groceries,1,159,2025-08-16,159,110.05815274787751,48.94184725212247,8,2025,30.781036007624195
29,2215,Electronics,3,249,2025-07-10,747,558.0568062611404,188.9431937388596,7,2025,25.293600232779063
30,1955,Furniture,5,841,2025-03-11,4205,2644.525916280949,1560.4740837190511,3,2025,37.10996631912131
31,3324,Clothing,3,1298,2025-09-08,3894,2264.282041368921,1629.717958631079,9,2025,41.852027699822266
32,2184,Electronics,4,641,2025-09-04,2564,1582.4785708073314,981.5214291926686,9,2025,38.28086697319301
33,1459,Groceries,4,1036,2025-11-06,4144,2482.353024274315,1661.646975725685,11,2025,40.09765868063912
34,4385,Groceries,1,812,2025-11-02,812,545.3807607539334,266.6192392460666,11,2025,32.834881680550076
35,1021,Electronics,6,1293,2025-11-17,7758,6232.064429056949,1525.935570943051,11,2025,19.669187560493054
36,3300,Groceries,7,1885,2025-10-28,13195,8313.79799212305,4881.202007876949,10,2025,36.99281552009814
37,1747,Clothing,7,1727,2025-01-30,12089,7764.982420027303,4324.017579972697,1,2025,35.76819902368018
38,3904,Clothing,6,122,2025-03-20,732,570.2092030273278,161.79079697267218,3,2025,22.102567892441556
39,4632,Groceries,7,927,2025-11-25,6489,5614.986022935734,874.0139770642663,11,2025,13.46916284580469
40,1474,Groceries,3,766,2025-09-04,2298,1388.271471818353,909.7285281816472,9,2025,39.587838476137826
41,2082,Clothing,5,484,2025-11-13,2420,1922.1074119248683,497.8925880751314,11,2025,20.574073887402125
42,3558,Groceries,7,1991,2025-08-09,13937,10446.178840045046,3490.821159954954,8,2025,25.047149027444597
43,4753,Sports,5,1807,2025-05-10,9035,6401.3006743564765,2633.6993256435235,5,2025,29.149964866004684
44,3047,Furniture,2,1745,2025-06-07,3490,1771.6488662107736,1718.3511337892264,6,2025,49.236422171611075
45,4547,Sports,6,641,2025-06-23,3846,2508.7354888727696,1337.2645111272304,6,2025,34.77026810003199
46,3747,Groceries,7,164,2025-09-04,1148,668.3097576662133,479.6902423337867,9,2025,41.784864314789786
47,1975,Groceries,2,74,2025-03-09,148,82.29890849309731,65.70109150690269,3,2025,44.39262939655587
48,2806,Furniture,8,226,2025-05-27,1808,1103.2448066994425,704.7551933005577,5,2025,38.97982263830519
49,1189,Groceries,5,1352,2025-01-05,6760,5145.85275070254,1614.14724929746,1,2025,23.87791788901568
50,4005,Furniture,8,342,2025-03-14,2736,1957.2870305879585,778.7129694120415,3,2025,28.461731338159414
51,3734,Clothing,3,1293,2025-07-31,3879,2617.4633024442755,1261.5366975557245,7,2025,32.52221442525714
52,4005,Furniture,2,1076,2025-02-26,2152,1200.8717556621175,951.1282443378824,2,2025,44.19740912350755
53,1562,Furniture,7,1901,2025-02-21,13307,10796.160038214732,2510.8399617852683,2,2025,18.868565129520317
54,2899,Sports,5,364,2025-02-28,1820,1260.2562571505675,559.7437428494325,2,2025,30.755150706012774
55,4638,Groceries,5,1480,2025-11-12,7400,5609.802917822787,1790.197082177213,11,2025,24.19185246185423
56,2267,Clothing,8,1618,2025-05-03,12944,6662.600887615505,6281.399112384495,5,2025,48.52749623288393
57,3879,Electronics,9,743,2025-03-21,6687,5730.212765453639,956.7872345463612,3,2025,14.30816860395336
58,2528,Furniture,8,600,2025-08-29,4800,3394.5655256281084,1405.4344743718916,8,2025,29.27988488274774
59,4202,Electronics,2,1226,2025-03-25,2452,1568.7340778602422,883.2659221397578,3,2025,36.02226436132781
60,4556,Groceries,7,112,2025-04-13,784,651.3213499243093,132.6786500756907,4,2025,16.923297203531977
61,4890,Furniture,5,1162,2025-06-10,5810,4791.49746278877,1018.5025372112304,6,2025,17.53016415165629
62,1646,Electronics,7,152,2025-05-20,1064,625.6510052071999,438.3489947928001,5,2025,41.198213796315805
63,3068,Sports,3,1926,2025-11-08,5778,3746.684337012729,2031.315662987271,11,2025,35.156034319613546
64,3888,Electronics,4,1576,2025-05-31,6304,4678.991094600292,1625.008905399708,5,2025,25.777425529817705
65,3214,Sports,7,1772,2025-02-18,12404,11156.592495934245,1247.4075040657551,2,2025,10.056493905721986
66,2297,Clothing,2,208,2025-06-24,416,338.86503196930425,77.13496803069575,6,2025,18.5420596227634
67,3435,Groceries,2,610,2025-03-11,1220,634.3494873644579,585.6505126355421,3,2025,48.004140379962465
68,1600,Electronics,1,783,2025-09-12,783,622.0886664589054,160.91133354109456,9,2025,20.55061731048462
69,3363,Furniture,1,408,2025-10-28,408,284.0766219513497,123.92337804865024,10,2025,30.373376972708392
70,3061,Groceries,1,749,2025-07-23,749,379.9841885759158,369.0158114240842,7,2025,49.267798587995216
71,1241,Electronics,6,814,2025-06-12,4884,3326.6695329295912,1557.3304670704088,6,2025,31.886373199639817
72,3041,Furniture,5,926,2025-11-24,4630,2921.3307413807483,1708.6692586192517,11,2025,36.90430364188448
73,3824,Furniture,8,539,2025-06-04,4312,2336.0296759716925,1975.9703240283077,6,2025,45.82491475019266
74,4417,Furniture,5,241,2025-10-30,1205,859.5201139113202,345.4798860886798,10,2025,28.670529965865544
75,3612,Furniture,1,293,2025-09-02,293,256.8659908126932,36.13400918730679,9,2025,12.332426343790713
76,3945,Electronics,8,1043,2025-10-15,8344,7091.336487984994,1252.6635120150058,10,2025,15.012745829518288
77,2363,Clothing,6,983,2025-01-29,5898,4271.311763016147,1626.6882369838531,1,2025,27.58033633407686
78,3139,Sports,8,632,2025-07-18,5056,2945.917325013306,2110.082674986694,7,2025,41.734230122363414
79,2390,Sports,2,1932,2025-02-22,3864,2109.186805232063,1754.8131947679371,2,2025,45.41442015444972
80,4003,Sports,8,1150,2025-04-03,9200,7116.370584917909,2083.629415082092,4,2025,22.648145816109693
81,2478,Clothing,6,782,2025-08-05,4692,3081.609508672516,1610.390491327484,8,2025,34.32204798225669
82,4499,Furniture,1,1928,2025-10-26,1928,1366.490652100368,561.5093478996321,10,2025,29.12392883296847
83,3556,Furniture,1,1849,2025-04-10,1849,1499.5278543357872,349.4721456642128,4,2025,18.900602794170513
84,1775,Groceries,5,830,2025-04-22,4150,3075.335869797116,1074.6641302028845,4,2025,25.89552120970806
85,1034,Sports,7,843,2025-05-12,5901,3131.604144385432,2769.395855614568,5,2025,46.93095840729652
86,3253,Sports,4,1052,2025-04-01,4208,3763.6948326710376,444.3051673289624,4,2025,10.55858287378713
87,4152,Furniture,5,955,2025-05-31,4775,2662.4120559619137,2112.5879440380863,5,2025,44.242679456295
88,2955,Sports,3,782,2025-11-12,2346,2092.714557605508,253.2854423944923,11,2025,10.796480920481342
89,2585,Furniture,2,140,2025-10-13,280,196.86130491814467,83.13869508185533,10,2025,29.69239110066262
90,4943,Furniture,2,617,2025-02-12,1234,1031.0630125557027,202.9369874442973,2,2025,16.44546089499978
91,4459,Furniture,5,437,2025-08-04,2185,1200.8440488402318,984.1559511597682,8,2025,45.041462295641566
92,4073,Electronics,4,1691,2025-10-31,6764,5712.3792406551565,1051.6207593448437,10,2025,15.547320510716197
93,2021,Electronics,2,1360,2025-09-20,2720,1500.8037406744463,1219.1962593255537,9,2025,44.823391886968885
94,4461,Electronics,5,1858,2025-03-28,9290,7952.533732233561,1337.4662677664392,3,2025,14.396838189089763
95,3613,Electronics,9,1069,2025-08-18,9621,6514.022729194991,3106.977270805009,8,2025,32.293704093181674
96,2129,Clothing,8,1977,2025-10-14,15816,13357.636547373764,2458.363452626236,10,2025,15.543522082866943
97,4843,Groceries,9,485,2025-04-28,4365,2663.877363754141,1701.1226362458592,4,2025,38.97188170093606
98,4893,Groceries,9,1878,2025-08-22,16902,13239.095980932736,3662.904019067264,8,2025,21.671423612988193
99,2500,Furniture,8,1966,2025-01-19,15728,12733.593308651742,2994.4066913482584,1,2025,19.03869971610032
100,1702,Sports,9,965,2025-02-21,8685,6079.045143922511,2605.954856077489,2,2025,30.005237260535278
101,3449,Electronics,4,96,2025-08-27,384,324.8474071638242,59.15259283617581,8,2025,15.404321051087452
102,3777,Groceries,8,1019,2025-11-20,8152,6302.796904111573,1849.203095888427,11,2025,22.684041902458624
103,2579,Groceries,2,356,2025-05-14,712,445.58594187931385,266.4140581206861,5,2025,37.41770479223119
104,1161,Electronics,9,163,2025-09-09,1467,1278.9509711049132,188.04902889508685,9,2025,12.818611376624869
105,1201,Clothing,9,1131,2025-07-30,10179,6473.510214211249,3705.489785788751,7,2025,36.40327916090727
106,2981,Clothing,3,93,2025-11-12,279,221.0781806854777,57.92181931452231,11,2025,20.760508714882548
107,1995,Groceries,6,403,2025-12-15,2418,1878.9240166798493,539.0759833201505,12,2025,22.294292114150142
108,3317,Clothing,7,1304,2025-04-28,9128,5046.092554711883,4081.907445288117,4,2025,44.71853029456745
109,4934,Electronics,3,1852,2025-05-20,5556,3729.2177558279504,1826.7822441720496,5,2025,32.87945003909377
110,1815,Groceries,5,1056,2025-06-15,5280,3852.849154558703,1427.1508454412974,6,2025,27.029372072751844
111,4342,Electronics,1,1085,2025-05-21,1085,623.3432653334942,461.6567346665058,5,2025,42.54900780336459
112,1455,Clothing,3,443,2025-01-28,1329,717.3449265072106,611.6550734927894,1,2025,46.02370756153419
113,4533,Electronics,8,766,2025-01-05,6128,4402.906729563943,1725.0932704360566,1,2025,28.15099984393043
114,4798,Clothing,3,1639,2025-06-23,4917,2759.9138985721047,2157.0861014278958,6,2025,43.86996342135237
115,2275,Clothing,8,1619,2025-10-29,12952,10558.845259168314,2393.1547408316856,10,2025,18.47710578159115
116,2016,Electronics,9,809,2025-12-03,7281,6131.692367268684,1149.3076327313163,12,2025,15.78502448470425
117,4773,Clothing,6,1487,2025-06-04,8922,4795.590976910418,4126.409023089582,6,2025,46.24982092680545
118,3343,Furniture,7,1984,2025-09-03,13888,10849.56578787492,3038.434212125081,9,2025,21.878126527398337
119,4796,Electronics,6,1575,2025-03-03,9450,7492.819068992651,1957.1809310073488,3,2025,20.71090932282909
120,3767,Furniture,8,1721,2025-07-15,13768,7248.70594608505,6519.29405391495,7,2025,47.35106082157866
121,4820,Electronics,7,279,2025-03-13,1953,1442.344836246575,510.6551637534251,3,2025,26.14721780611496
122,1337,Clothing,1,405,2025-03-31,405,303.2232375488279,101.77676245117208,3,2025,25.13006480275854
123,1878,Clothing,3,473,2025-04-07,1419,1000.1135242243336,418.8864757756664,4,2025,29.51983620688276
124,2076,Groceries,3,549,2025-05-08,1647,1277.9950836799935,369.0049163200065,5,2025,22.40467008621776
125,1791,Groceries,3,1351,2025-06-29,4053,2426.854635629544,1626.1453643704565,6,2025,40.1220173789898
126,4993,Furniture,4,1846,2025-06-02,7384,4463.804345947954,2920.195654052046,6,2025,39.5476117829367
127,3264,Clothing,1,1553,2025-02-08,1553,1350.3856187845274,202.61438121547255,2,2025,13.046643993269322
128,1763,Groceries,2,69,2025-07-14,138,106.4880480557903,31.5119519442097,7,2025,22.8347477856592
129,3235,Clothing,5,264,2025-05-27,1320,869.6117173275023,450.38828267249767,5,2025,34.12032444488619
130,1379,Electronics,6,793,2025-03-12,4758,3657.280325274434,1100.7196747255662,3,2025,23.13408311739315
131,1492,Groceries,9,543,2025-03-18,4887,3906.151143396839,980.848856603161,3,2025,20.070572060633538
132,4112,Furniture,2,167,2025-10-07,334,207.37462383281277,126.62537616718726,10,2025,37.91178927161295
133,2180,Groceries,9,610,2025-10-28,5490,3886.214696883762,1603.785303116238,10,2025,29.212847051297597
134,3062,Clothing,7,1704,2025-09-21,11928,6511.276442942737,5416.723557057263,9,2025,45.41183397935331
135,4884,Sports,9,1509,2025-05-10,13581,10056.565472675562,3524.434527324438,5,2025,25.95121513382253
136,1064,Sports,4,1523,2025-11-19,6092,4722.380579228159,1369.6194207718409,11,2025,22.482262323897583
137,4928,Clothing,7,1732,2025-06-03,12124,9666.16124621305,2457.8387537869494,6,2025,20.272507042122644
138,4910,Electronics,1,1803,2025-01-17,1803,1594.2049329292704,208.7950670707296,1,2025,11.580425239641132
139,3568,Groceries,8,1813,2025-02-07,14504,8219.550712969858,6284.449287030142,2,2025,43.32907671697561
140,2367,Sports,7,1471,2025-11-19,10297,5434.507005525772,4862.492994474228,11,2025,47.22242395332842
141,2152,Electronics,7,312,2025-02-26,2184,1915.3661444155853,268.63385558441473,2,2025,12.300084962656351
142,3027,Clothing,2,385,2025-06-10,770,584.7722800302703,185.2277199697297,6,2025,24.055548048016842
143,3695,Electronics,9,571,2025-12-16,5139,3727.0565943914585,1411.9434056085415,12,2025,27.475061405108807
144,2495,Clothing,8,924,2025-03-13,7392,4947.536576199624,2444.4634238003764,3,2025,33.06903982413929
145,4134,Groceries,1,1735,2025-12-16,1735,1173.4147998887615,561.5852001112385,12,2025,32.36802306116648
146,2162,Electronics,1,1803,2025-11-16,1803,1115.6786147820198,687.3213852179802,11,2025,38.120986423626185
147,2522,Groceries,5,1206,2025-10-06,6030,4521.65947581308,1508.3405241869204,10,2025,25.013939041242462
148,3640,Electronics,2,1066,2025-01-12,2132,1079.1367167738729,1052.8632832261271,1,2025,49.383831295784574
149,1391,Clothing,1,253,2025-12-25,253,181.5648756537563,71.4351243462437,12,2025,28.23522701432557
150,2698,Clothing,8,1033,2025-09-08,8264,4324.036275746325,3939.9637242536746,9,2025,47.67623093240167
151,1418,Electronics,4,1577,2025-01-08,6308,4980.768093505507,1327.2319064944932,1,2025,21.040455080762417
152,3336,Clothing,2,1609,2025-10-21,3218,2847.4714340291853,370.5285659708147,10,2025,11.514250030168263
153,1378,Furniture,5,704,2025-02-02,3520,2020.7613765912636,1499.2386234087369,2,2025,42.59200634683912
154,2796,Furniture,6,905,2025-12-19,5430,3311.05248184291,2118.94751815709,12,2025,39.02297455169595
155,4561,Groceries,8,265,2025-10-28,2120,1516.7971559805126,603.2028440194874,10,2025,28.452964340541858
156,3278,Furniture,7,283,2025-03-16,1981,1378.678112928226,602.321887071774,3,2025,30.404941295899746
157,4065,Furniture,7,1995,2025-12-29,13965,11542.175243756636,2422.8247562433644,12,2025,17.34926427671582
158,3088,Sports,1,1640,2025-08-31,1640,902.4432273688866,737.5567726311134,8,2025,44.97297394092155
159,4099,Sports,3,1427,2025-10-26,4281,3087.763791470903,1193.236208529097,10,2025,27.872838321165545
160,3182,Sports,3,451,2025-10-08,1353,1175.5975736374955,177.40242636250446,10,2025,13.111783175351402
161,1200,Sports,7,1756,2025-01-15,12292,9425.792082930984,2866.207917069016,1,2025,23.317669354612885
162,2863,Clothing,2,534,2025-01-10,1068,648.8564439022856,419.1435560977144,1,2025,39.24565132001071
163,1779,Groceries,7,439,2025-09-29,3073,1613.4783592972913,1459.5216407027087,9,2025,47.49500945989941
164,3977,Groceries,9,222,2025-12-21,1998,1333.904282106151,664.095717893849,12,2025,33.23802391861106
165,4104,Furniture,1,842,2025-04-08,842,578.2797279624749,263.7202720375251,4,2025,31.32069739163006
166,4119,Groceries,2,556,2025-08-01,1112,615.1762695145251,496.8237304854749,8,2025,44.67839302926932
167,1502,Furniture,6,193,2025-11-09,1158,801.4302836308651,356.5697163691349,11,2025,30.791858062965016
168,3454,Groceries,2,296,2025-02-15,592,456.24860872729903,135.75139127270097,2,2025,22.93097825552381
169,4645,Electronics,2,1513,2025-05-04,3026,2088.580367913198,937.4196320868014,5,2025,30.97883780855259
170,2751,Electronics,5,590,2025-08-20,2950,1742.444431453997,1207.555568546003,8,2025,40.93408706935603
171,1804,Groceries,7,369,2025-05-09,2583,2281.722995149331,301.2770048506691,5,2025,11.66384068333988
172,3146,Clothing,4,1458,2025-10-08,5832,3184.181107177676,2647.8188928223244,10,2025,45.40155851890131
173,3731,Furniture,6,1709,2025-11-08,10254,7622.329749190932,2631.6702508090684,11,2025,25.66481617719006
174,2895,Groceries,3,734,2025-02-15,2202,1743.3385668887415,458.6614331112585,2,2025,20.829311222128
175,3773,Furniture,4,283,2025-09-21,1132,688.2063548243092,443.7936451756908,9,2025,39.20438561622711
176,2570,Sports,4,1438,2025-02-10,5752,3749.253786146999,2002.746213853001,2,2025,34.81825823805635
177,1960,Groceries,4,1611,2025-05-23,6444,4346.5341232803785,2097.465876719621,5,2025,32.549129061446635
178,4810,Clothing,1,1670,2025-02-13,1670,1267.1861017675112,402.8138982324888,2,2025,24.120592708532264
179,3660,Sports,4,611,2025-12-04,2444,1722.8344821076466,721.1655178923534,12,2025,29.507590748459627
180,2485,Groceries,4,547,2025-09-12,2188,1261.3638301875396,926.6361698124604,9,2025,42.350830430185574
181,3690,Electronics,6,716,2025-05-09,4296,3681.728976049568,614.2710239504318,5,2025,14.298673741862936
182,4840,Groceries,9,661,2025-04-21,5949,3841.620422860885,2107.379577139116,4,2025,35.42409778347817
183,2028,Electronics,6,1492,2025-08-13,8952,5846.015593109293,3105.984406890707,8,2025,34.69598309752801
184,4289,Electronics,6,641,2025-07-12,3846,3153.509482676107,692.4905173238931,7,2025,18.005473669367994
185,1502,Groceries,7,590,2025-04-27,4130,2949.579808443796,1180.420191556204,4,2025,28.58160270111874
186,3814,Groceries,7,1208,2025-12-03,8456,5010.631206362993,3445.368793637007,12,2025,40.744664068554954
187,1397,Electronics,1,111,2025-09-12,111,96.1053810298186,14.894618970181412,9,2025,13.418575648812084
188,1870,Furniture,8,1144,2025-09-06,9152,7523.606727476394,1628.3932725236064,9,2025,17.792758659567376
189,3842,Sports,1,1968,2025-05-18,1968,1456.2757053414248,511.7242946585752,5,2025,26.0022507448463
190,1392,Clothing,9,1875,2025-10-25,16875,11894.137382980787,4980.862617019213,10,2025,29.51622291566941
191,1206,Groceries,4,993,2025-02-14,3972,3059.0276750151384,912.9723249848616,2,2025,22.98520455651716
192,2038,Sports,9,694,2025-04-11,6246,4024.559827344313,2221.4401726556875,4,2025,35.56580487761267
193,2881,Sports,8,166,2025-10-10,1328,1032.7057124555004,295.29428754449964,10,2025,22.236015628350877
194,4625,Furniture,9,559,2025-06-16,5031,2592.5638461255453,2438.4361538744547,6,2025,48.468220112789794
195,3939,Sports,6,1593,2025-10-12,9558,6307.423876888788,3250.576123111212,10,2025,34.008957136547515
196,2484,Groceries,9,1273,2025-01-22,11457,8558.079179389706,2898.920820610294,1,2025,25.30261692074971
197,4762,Sports,4,604,2025-12-12,2416,1808.5128919104063,607.4871080895934,12,2025,25.14433394410569
198,4646,Groceries,3,1038,2025-12-12,3114,1645.9034776072938,1468.0965223927062,12,2025,47.145039254743295
199,1863,Groceries,3,1765,2025-06-29,5295,4171.666171761305,1123.3338282386949,6,2025,21.214992034725118
200,3790,Electronics,8,891,2025-03-26,7128,3805.64411291028,3322.35588708972,3,2025,46.60993107589394
201,4312,Furniture,2,1842,2025-04-16,3684,2933.69033613887,750.30966386113,4,2025,20.366711831192454
202,1563,Clothing,6,599,2025-05-16,3594,3108.0854200365466,485.91457996345343,5,2025,13.520160822578003
203,2020,Electronics,9,824,2025-11-18,7416,6601.212467477691,814.7875325223094,11,2025,10.98688690024689
204,1095,Clothing,9,386,2025-08-14,3474,2575.670663141243,898.329336858757,8,2025,25.85864527515132
205,2923,Groceries,8,233,2025-07-23,1864,1464.4093546159986,399.5906453840014,7,2025,21.43726638326188
206,2757,Electronics,8,1569,2025-04-23,12552,7449.985177181124,5102.014822818876,4,2025,40.647026950437194
207,3532,Sports,1,1503,2025-01-18,1503,976.653492571726,526.3465074282741,1,2025,35.019727706472
208,4478,Sports,7,1066,2025-12-03,7462,3767.4568542076295,3694.5431457923705,12,2025,49.51143320547266
209,3278,Clothing,1,329,2025-05-23,329,269.5110486198597,59.48895138014029,5,2025,18.08174813986027
210,3796,Groceries,9,852,2025-09-16,7668,5949.0559054295845,1718.9440945704157,9,2025,22.417111301126965
211,2678,Clothing,3,1786,2025-12-07,5358,3231.870210791284,2126.129789208716,12,2025,39.68140704010295
212,4242,Furniture,1,1115,2025-03-24,1115,776.0863241162998,338.9136758837002,3,2025,30.39584537073544
213,1540,Sports,8,1373,2025-11-11,10984,8692.32522253755,2291.674777462449,11,2025,20.86375434689047
214,2059,Electronics,7,565,2025-07-02,3955,3031.964060765326,923.035939234674,7,2025,23.33845611212829
215,3572,Electronics,2,1041,2025-05-02,2082,1308.0127479038115,773.9872520961883,5,2025,37.17518021595525
216,2183,Electronics,7,1437,2025-01-11,10059,6517.2071700657,3541.7928299343,1,2025,35.21018818902773
217,4910,Sports,5,168,2025-06-30,840,471.8215123032456,368.1784876967544,6,2025,43.83077234485172
218,2722,Groceries,7,1150,2025-11-19,8050,4468.164831833889,3581.83516816611,11,2025,44.4948468095169
219,4314,Sports,7,841,2025-08-08,5887,3896.883248738296,1990.116751261704,8,2025,33.8052786013539
220,4157,Sports,2,888,2025-05-17,1776,1228.7499407835048,547.2500592164952,5,2025,30.813629460388242
221,2819,Electronics,2,1988,2025-11-09,3976,3499.989764880292,476.01023511970834,11,2025,11.972088408443367
222,3625,Sports,7,1196,2025-06-15,8372,5878.576314062939,2493.423685937061,6,2025,29.782891614155048
223,3729,Electronics,3,1932,2025-09-20,5796,3337.936963312929,2458.0630366870705,9,2025,42.4096452154429
224,3604,Groceries,4,483,2025-02-03,1932,1096.784994522577,835.2150054774229,2,2025,43.2305903456223
225,2597,Furniture,7,1475,2025-11-15,10325,6588.416583851991,3736.583416148009,11,2025,36.18966989005335
226,4060,Electronics,2,1423,2025-09-22,2846,2468.9678172697486,377.0321827302514,9,2025,13.247792787429773
227,3693,Clothing,2,717,2025-12-12,1434,1172.3547111148848,261.6452888851152,12,2025,18.24583604498711
228,1795,Furniture,9,1486,2025-07-19,13374,9328.794174766492,4045.205825233508,7,2025,30.246790976772157
229,2051,Groceries,1,378,2025-10-02,378,333.5144513876565,44.48554861234351,10,2025,11.768663654059129
230,2643,Furniture,3,152,2025-06-23,456,267.30427516377847,188.69572483622156,6,2025,41.380641411452096
231,4627,Electronics,4,920,2025-11-08,3680,2479.645034712695,1200.3549652873048,11,2025,32.61834144802459
232,2363,Groceries,5,1414,2025-09-23,7070,3537.908968177137,3532.091031822863,9,2025,49.958854764114044
233,4869,Clothing,3,1687,2025-04-30,5061,4285.001437666516,775.9985623334842,4,2025,15.332909747747166
234,2981,Electronics,9,1976,2025-06-20,17784,10014.765263128193,7769.234736871807,6,2025,43.686655065630944
235,2354,Electronics,5,1118,2025-02-09,5590,4936.4170669844725,653.5829330155275,2,2025,11.69200237952643
236,2663,Groceries,7,394,2025-07-02,2758,1938.5278046367373,819.4721953632625,7,2025,29.712552406209664
237,2529,Groceries,7,459,2025-10-14,3213,2883.9259639223496,329.0740360776504,10,2025,10.241955682466555
238,3038,Furniture,9,1573,2025-02-16,14157,10143.848140515887,4013.1518594841127,2,2025,28.34747375492062
239,4419,Clothing,2,1655,2025-10-20,3310,2258.0063981326102,1051.9936018673898,10,2025,31.782284044332016
240,2496,Furniture,3,98,2025-07-04,294,202.52521818697727,91.47478181302272,7,2025,31.11387136497371
241,4302,Furniture,4,168,2025-03-20,672,560.6553109866545,111.34468901334547,3,2025,16.56915015079546
242,3237,Electronics,8,901,2025-07-04,7208,4648.748444404369,2559.25155559563,7,2025,35.50570970582173
243,4296,Groceries,1,1475,2025-04-09,1475,1240.9636884098684,234.0363115901316,4,2025,15.866868582381802
244,2408,Electronics,9,517,2025-06-06,4653,3976.1900315159896,676.8099684840104,6,2025,14.545668783236845
245,2400,Clothing,5,1881,2025-02-14,9405,5789.137369935657,3615.862630064343,2,2025,38.44617363173145
246,2306,Furniture,4,1603,2025-03-28,6412,5583.142904219285,828.8570957807151,3,2025,12.926654644115956
247,3680,Clothing,8,96,2025-11-25,768,442.5587433288061,325.44125667119386,11,2025,42.3751636290617
248,3675,Groceries,9,50,2025-01-02,450,373.7795780521243,76.2204219478757,1,2025,16.93787154397238
249,1972,Groceries,3,210,2025-05-26,630,357.5188420307982,272.4811579692018,5,2025,43.25097745542885
250,2768,Sports,4,1368,2025-09-04,5472,4306.940722032529,1165.0592779674707,9,2025,21.291287974551732
251,2282,Clothing,1,673,2025-06-06,673,599.1362279872742,73.8637720127258,6,2025,10.975300447656137
252,4430,Electronics,3,72,2025-10-23,216,114.57721218935902,101.42278781064098,10,2025,46.954994356778236
253,1709,Clothing,5,1829,2025-01-03,9145,5290.734690846365,3854.265309153635,1,2025,42.14614881523931
254,2479,Furniture,8,1343,2025-08-13,10744,6889.306386653826,3854.693613346174,8,2025,35.87763973702693
255,2434,Groceries,1,525,2025-11-10,525,338.1264189024183,186.87358109758168,11,2025,35.594967828110796
256,1648,Groceries,1,814,2025-11-23,814,466.3076268479152,347.6923731520848,11,2025,42.71405075578438
257,1317,Clothing,3,1366,2025-12-16,4098,2863.479329762001,1234.5206702379992,12,2025,30.12495534987797
258,4748,Clothing,9,1656,2025-08-07,14904,12165.9864147643,2738.0135852357,8,2025,18.370998290631373
